,page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
40,5,1,Html,"Characteristics of adult outpatients and inpatients with COVID-19—11 academic medical centers, United States, March–May 2020",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7332092/,yGdnnzmsOhcJ,"…, CDC COVID, R Team, CDC COVID… - … and Mortality Weekly …, 2020 - ncbi.nlm.nih.gov",… Understanding individual behaviors and demographic characteristics of patients with COVID-19 and risks for severe illness requiring hospitalization can inform efforts to reduce …,156,"https://scholar.google.com/scholar?cites=1673839575009028040&as_sdt=5,41&sciodt=0,41&hl=en",1673839575009028040,16,"https://scholar.google.com/scholar?cluster=1673839575009028040&hl=en&as_sdt=0,41",1673839575009028040,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7332092/
41,5,2,Html,How and why patients made Long Covid,https://www.sciencedirect.com/science/article/pii/S0277953620306456,D8u8SDFo8DMJ,"F Callard, E Perego - Social science & medicine, 2021 - Elsevier",… Long Covid and Long-haul Covid were used in communications within … Covid and Long-haul Covid moved from patients to meetings with the WHO in just a few months. Will Long Covid …,246,"https://scholar.google.com/scholar?cites=3742605851227900687&as_sdt=5,41&sciodt=0,41&hl=en",3742605851227900687,14,"https://scholar.google.com/scholar?cluster=3742605851227900687&hl=en&as_sdt=0,41",3742605851227900687,HTML,sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0277953620306456
42,5,3,,Remdesivir for COVID-19: challenges of underpowered studies,https://www.thelancet.com/lancet/article/s0140673620310230,P0DLEkzXfCEJ,"JD Norrie - The Lancet, 2020 - thelancet.com","report a randomised trial of remdesivir (200 mg on day 1 followed by 100 mg on days 2–10, in single daily infusions) versus placebo for adults with severe coronavirus disease 2019 (…",74,"https://scholar.google.com/scholar?cites=2413040222096539711&as_sdt=5,41&sciodt=0,41&hl=en",2413040222096539711,8,"https://scholar.google.com/scholar?cluster=2413040222096539711&hl=en&as_sdt=0,41",2413040222096539711,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190306/
43,5,4,,Using psychoneuroimmunity against COVID-19,https://www.sciencedirect.com/science/article/pii/S0889159120303913,CSItzATQDwkJ,"SW Kim, KP Su - Brain, behavior, and immunity, 2020 - Elsevier",The worldwide outbreak of coronavirus disease 2019 (COVID-19) raises concerns of widespread panic and anxiety in individuals subjected to the real or perceived threat of the virus. …,261,"https://scholar.google.com/scholar?cites=652969190015967753&as_sdt=5,41&sciodt=0,41&hl=en",652969190015967753,14,"https://scholar.google.com/scholar?cluster=652969190015967753&hl=en&as_sdt=0,41",652969190015967753,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7194899/
44,5,5,,COVID-19 diagnostics in context,https://www.science.org/doi/abs/10.1126/scitranslmed.abc1931,Q8Tzi86vnDEJ,"R Weissleder, H Lee, J Ko, MJ Pittet - Science translational medicine, 2020 - science.org",… utility and challenges of current diagnostics for COVID-19. … and in containing outbreaks such as COVID-19. Among other … that have arisen during the recent COVID-19 pandemic. An …,251,"https://scholar.google.com/scholar?cites=3574925505871463491&as_sdt=5,41&sciodt=0,41&hl=en",3574925505871463491,14,"https://scholar.google.com/scholar?cluster=3574925505871463491&hl=en&as_sdt=0,41",3574925505871463491,HTML,science.org,https://www.science.org/doi/full/10.1126/scitranslmed.abc1931
45,5,6,Html,Symptom duration and risk factors for delayed return to usual health among outpatients with COVID-19 in a multistate health care systems network—United …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7392393/,xK98EkbEvAcJ,"…, CDC COVID, R Team, CDC COVID… - … and Mortality Weekly …, 2020 - ncbi.nlm.nih.gov",… Prolonged symptom duration and disability are common in adults hospitalized with severe coronavirus disease 2019 (COVID-19). Characterizing return to baseline health …,743,"https://scholar.google.com/scholar?cites=557536259124015044&as_sdt=5,41&sciodt=0,41&hl=en",557536259124015044,16,"https://scholar.google.com/scholar?cluster=557536259124015044&hl=en&as_sdt=0,41",557536259124015044,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7392393/
46,5,7,Html,Teaching in the age of Covid-19,https://link.springer.com/article/10.1007/s42438-020-00169-6,EwuYROwNe0UJ,"P Jandrić, D Hayes, I Truelove, P Levinson… - Postdigital Science and …, 2020 - Springer","… The Covid-19 pandemic has brought a huge social experiment into our homes, streets, cities, and countries, and we, academic researchers, have a moral and professional duty to …",124,"https://scholar.google.com/scholar?cites=5006610719166696211&as_sdt=5,41&sciodt=0,41&hl=en",5006610719166696211,21,"https://scholar.google.com/scholar?cluster=5006610719166696211&hl=en&as_sdt=0,41",5006610719166696211,HTML,springer.com,https://link.springer.com/article/10.1007/s42438-020-00169-6
47,5,8,Html,Considerations for diagnostic COVID-19 tests,https://www.nature.com/articles/s41579-020-00461-z,trCgwr1r7CQJ,"O Vandenberg, D Martiny, O Rochas… - Nature Reviews …, 2021 - nature.com","… of the coronavirus disease 2019 (COVID-19) pandemic, … tests during the first global wave of COVID-19. We explore the … during a possible resurgence of COVID-19 in future global waves …",369,"https://scholar.google.com/scholar?cites=2660619942627422390&as_sdt=5,41&sciodt=0,41&hl=en",2660619942627422390,11,"https://scholar.google.com/scholar?cluster=2660619942627422390&hl=en&as_sdt=0,41",2660619942627422390,HTML,nature.com,https://www.nature.com/articles/s41579-020-00461-z
48,5,9,Html,Thrombocytopathy and endotheliopathy: crucial contributors to COVID-19 thromboinflammation,https://www.nature.com/articles/s41569-020-00469-1,noULbb653gwJ,"SX Gu, T Tyagi, K Jain, VW Gu, SH Lee… - Nature Reviews …, 2021 - nature.com","… essential components of COVID-19 pathology … in COVID-19. We highlight the distinct contributions of coagulopathy, thrombocytopathy and endotheliopathy to the pathogenesis of COVID…",179,"https://scholar.google.com/scholar?cites=927382800809297310&as_sdt=5,41&sciodt=0,41&hl=en",927382800809297310,13,"https://scholar.google.com/scholar?cluster=927382800809297310&hl=en&as_sdt=0,41",927382800809297310,HTML,nature.com,https://www.nature.com/articles/s41569-020-00469-1
49,5,10,,Management of COVID-19: the Zhejiang experience,https://www.zjujournals.com/med/EN/10.3785/j.issn.1008-9292.2020.02.02,W4OIRpVzAmAJ,"K Xu, H Cai, Y Shen, Q Ni, Y Chen, S Hu… - Journal of Zhejiang …, 2020 - zjujournals.com",… of coronavirus disease 2019 (COVID-19) still remained … the primary medical care center for COVID-19 in Zhejiang province. … with abidol showed antiviral effects in COVID-19. Shock and …,489,"https://scholar.google.com/scholar?cites=6918219062565176155&as_sdt=5,41&sciodt=0,41&hl=en",6918219062565176155,14,"https://scholar.google.com/scholar?cluster=6918219062565176155&hl=en&as_sdt=0,41",6918219062565176155,PDF,zjujournals.com,http://www.zjujournals.com/med/EN/article/downloadArticleFile.do?attachType=PDF&id=41126
50,6,1,,Risks of and risk factors for COVID-19 disease in people with diabetes: a cohort study of the total population of Scotland,https://www.sciencedirect.com/science/article/pii/S2213858720304058,JU1wyp3OnWoJ,"…, PM McKeigue, HM Colhoun, PHS COVID… - The lancet diabetes & …, 2021 - Elsevier","Background We aimed to ascertain the cumulative risk of fatal or critical care unit-treated COVID-19 in people with diabetes and compare it with that of people without diabetes, and to …",155,"https://scholar.google.com/scholar?cites=7682523716465478949&as_sdt=5,41&sciodt=0,41&hl=en",7682523716465478949,15,"https://scholar.google.com/scholar?cluster=7682523716465478949&hl=en&as_sdt=0,41",7682523716465478949,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7832778/
51,6,2,,What reinfections mean for COVID-19,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(20)30783-0/fulltext,7pwprHe0cCEJ,"A Iwasaki - The Lancet infectious diseases, 2021 - thelancet.com","One of the key questions in predicting the course of the COVID-19 pandemic, caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is how well and how long the …",230,"https://scholar.google.com/scholar?cites=2409624226725731566&as_sdt=5,41&sciodt=0,41&hl=en",2409624226725731566,8,"https://scholar.google.com/scholar?cluster=2409624226725731566&hl=en&as_sdt=0,41",2409624226725731566,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7550040/
52,6,3,,COVID-19: an immunopathological view,https://journals.asm.org/doi/abs/10.1128/mSphere.00344-20,qIoUdzmo-68J,"K Kadkhoda - MSphere, 2020 - Am Soc Microbiol","Since its emergence in December 2019, it took only a couple of months for an outbreak of the novel coronavirus disease 2019 (COVID-19) to be declared a pandemic by the World …",53,"https://scholar.google.com/scholar?cites=12680914140556200616&as_sdt=5,41&sciodt=0,41&hl=en",12680914140556200616,12,"https://scholar.google.com/scholar?cluster=12680914140556200616&hl=en&as_sdt=0,41",12680914140556200616,PDF,asm.org,https://journals.asm.org/doi/pdf/10.1128/msphere.00344-20
53,6,4,Pdf,Tackling the fallout from COVID-19,https://www.viet-studies.com/kinhte/COVID19_CPER.pdf#page=44,Eq0dkhHpS4sJ,"L Boone, D Haugh, N Pain, V Salins - … in the Time of COVID-19, 2020 - viet-studies.com","The novel coronavirus, COVID-19, hit China at the start of December and outbreaks have since spread more widely. The virus is bringing considerable human suffering. It is also …",92,"https://scholar.google.com/scholar?cites=10037372456200416530&as_sdt=5,41&sciodt=0,41&hl=en",10037372456200416530,36,"https://scholar.google.com/scholar?cluster=10037372456200416530&hl=en&as_sdt=0,41",10037372456200416530,PDF,viet-studies.com,https://www.viet-studies.com/kinhte/COVID19_CPER.pdf#page=44
54,6,5,Html,"Timing of state and territorial COVID-19 stay-at-home orders and changes in population movement—United States, March 1–May 31, 2020",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7470456/,sK4RrehQcE4J,"…, CDCPHL Program, CDC COVID… - … and Mortality Weekly …, 2020 - ncbi.nlm.nih.gov","SARS-CoV-2, the virus that causes coronavirus disease 2019 (COVID-19), is thought to spread from person to person primarily by the respiratory route and mainly through close contact …",270,"https://scholar.google.com/scholar?cites=5652106492616224432&as_sdt=5,41&sciodt=0,41&hl=en",5652106492616224432,19,"https://scholar.google.com/scholar?cluster=5652106492616224432&hl=en&as_sdt=0,41",5652106492616224432,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7470456/
55,6,6,,COVID-19 and the heart,https://www.ahajournals.org/doi/abs/10.1161/CIRCRESAHA.120.317055,Jk76vpJHBuMJ,"A Akhmerov, E Marbán - Circulation research, 2020 - Am Heart Assoc","… as 2019 novel coronavirus disease (COVID-19). When severe, COVID-19 is a systemic … Here, we review what is known about the pathophysiology of COVID-19, its cardiovascular …",618,"https://scholar.google.com/scholar?cites=16358841392064777766&as_sdt=5,41&sciodt=0,41&hl=en",16358841392064777766,14,"https://scholar.google.com/scholar?cluster=16358841392064777766&hl=en&as_sdt=0,41",16358841392064777766,PDF,ahajournals.org,https://www.ahajournals.org/doi/pdf/10.1161/CIRCRESAHA.120.317055
56,6,7,,Clinical features of covid-19,https://www.bmj.com/content/369/bmj.m1470.long,NTTN7_4VBBkJ,"P Vetter, DL Vu, AG L'Huillier, M Schibler, L Kaiser… - Bmj, 2020 - bmj.com","In January 2020, coronavirus SARS-CoV-2 was identified as the cause of an outbreak of severe pneumonia, now known to be a complication of the coronavirus disease 2019 (covid-19)…",205,"https://scholar.google.com/scholar?cites=1802589935544120373&as_sdt=5,41&sciodt=0,41&hl=en",1802589935544120373,14,"https://scholar.google.com/scholar?cluster=1802589935544120373&hl=en&as_sdt=0,41",1802589935544120373,PDF,sepsis-one.org,https://sepsis-one.org/wp-content/uploads/2020/04/Vetter.-Clinical-features-of-covid-19.pdf
57,6,8,Html,Community and close contact exposures associated with COVID-19 among symptomatic adults≥ 18 years in 11 outpatient health care facilities—United …,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7499837/,sQ9DkQC6zSsJ,"…, MM Patel, WH Self, CDC COVID… - … and Mortality Weekly …, 2020 - ncbi.nlm.nih.gov",Community and close contact exposures continue to drive the coronavirus disease 2019 (COVID-19) pandemic. CDC and other public health authorities recommend community …,176,"https://scholar.google.com/scholar?cites=3156383425456443313&as_sdt=5,41&sciodt=0,41&hl=en",3156383425456443313,15,"https://scholar.google.com/scholar?cluster=3156383425456443313&hl=en&as_sdt=0,41",3156383425456443313,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7499837/
58,6,9,,COVID-19 lockdowns throughout the world,https://academic.oup.com/occmed/article-abstract/70/5/322/5828239,wCbdcHYw8ScJ,"D Koh - Occupational Medicine, 2020 - academic.oup.com","China was the first country to have a COVID-19 lockdown, in Wuhan on 23 January. At its peak, China’s quarantine measures were enforced in at least 20 provinces/regions. India …",94,"https://scholar.google.com/scholar?cites=2878134922124273344&as_sdt=5,41&sciodt=0,41&hl=en",2878134922124273344,7,"https://scholar.google.com/scholar?cluster=2878134922124273344&hl=en&as_sdt=0,41",2878134922124273344,,,
59,6,10,,Covid-19: What now for remdesivir?,https://www.bmj.com/content/371/bmj.m4457.full,QxQnvahRbiQJ,"J Hsu - bmj, 2020 - bmj.com","… The spectre of past pandemics looms large over remdesivir, one of the first drug treatments for covid-19. With a WHO trial finding little benefit, Jeremy Hsu asks if the …",30,"https://scholar.google.com/scholar?cites=2625125417973388355&as_sdt=5,41&sciodt=0,41&hl=en",2625125417973388355,9,"https://scholar.google.com/scholar?cluster=2625125417973388355&hl=en&as_sdt=0,41",2625125417973388355,PDF,heatinformatics.com,https://heatinformatics.com/sites/default/files/images-videosFileContent/bmj.m4457.full_.pdf
60,7,1,,COVID-19 lockdowns throughout the world,https://academic.oup.com/occmed/article-abstract/70/5/322/5828239,wCbdcHYw8ScJ,"D Koh - Occupational Medicine, 2020 - academic.oup.com","China was the first country to have a COVID-19 lockdown, in Wuhan on 23 January. At its peak, China’s quarantine measures were enforced in at least 20 provinces/regions. India …",94,"https://scholar.google.com/scholar?cites=2878134922124273344&as_sdt=5,41&sciodt=0,41&hl=en",2878134922124273344,7,"https://scholar.google.com/scholar?cluster=2878134922124273344&hl=en&as_sdt=0,41",2878134922124273344,,,
61,7,2,,Effects of COVID-19 on business and research,https://www.sciencedirect.com/science/article/pii/S0148296320303830,EPd7MVmIjXQJ,"N Donthu, A Gustafsson - Journal of business research, 2020 - Elsevier","The COVID-19 outbreak is a sharp reminder that pandemics, like other rarely occurring catastrophes, have happened in the past and will continue to happen in the future. Even if we …",1092,"https://scholar.google.com/scholar?cites=8398518796779517712&as_sdt=5,41&sciodt=0,41&hl=en",8398518796779517712,11,"https://scholar.google.com/scholar?cluster=8398518796779517712&hl=en&as_sdt=0,41",8398518796779517712,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7280091/
62,7,3,Html,COVID-19 and the cardiovascular system,https://www.nature.com/articles/s41569-020-0360-5?https://www.bmj.com/content/368/bmj.m810/rr-2fbclid=IwAR3HoFrfs6ePbGvNFTex6jz3dc0yA7Xfw3uwzwKcCLDmZn9nIYjejAuCM88,jEzfUyYVC7AJ,"YY Zheng, YT Ma, JY Zhang, X Xie - Nature reviews cardiology, 2020 - nature.com","Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infects host cells through ACE2 receptors, leading to coronavirus disease (COVID-19)-related pneumonia, while also …",3104,"https://scholar.google.com/scholar?cites=12685256029779217548&as_sdt=5,41&sciodt=0,41&hl=en",12685256029779217548,34,"https://scholar.google.com/scholar?cluster=12685256029779217548&hl=en&as_sdt=0,41",12685256029779217548,HTML,nature.com,https://www.nature.com/articles/s41569-020-0360-5?https://www.bmj.com/content/368/bmj.m810/rr-2fbclid=IwAR3HoFrfs6ePbGvNFTex6jz3dc0yA7Xfw3uwzwKcCLDmZn9nIYjejAuCM88
